val/loss,epoch,step,train/loss
0.004796228837221861,0,188238,
,0,188238,0.005480664316564798
0.004765045829117298,1,376477,
,1,376477,0.004539821296930313
0.004721280187368393,2,564716,
,2,564716,0.004509021528065205
0.004674644209444523,3,752955,
,3,752955,0.00446360744535923
0.004565620329231024,4,941194,
,4,941194,0.004396992269903421
0.004511791281402111,5,1129433,
,5,1129433,0.004329422488808632
0.004484157077968121,6,1317672,
,6,1317672,0.004295769147574902
0.004465530160814524,7,1505911,
,7,1505911,0.004283694550395012
0.004557791631668806,8,1694150,
,8,1694150,0.004272209480404854
0.004481900483369827,9,1882389,
,9,1882389,0.004266057629138231
