val/loss,epoch,step,train/loss
0.017402302473783493,0,5872,
,0,5872,0.0250022541731596
0.016810301691293716,1,11745,
,1,11745,0.017839724197983742
0.01666734181344509,2,17618,
,2,17618,0.017496472224593163
0.016622334718704224,3,23491,
,3,23491,0.01738758571445942
0.01656154915690422,4,29364,
,4,29364,0.01731862872838974
0.01654202677309513,5,35237,
,5,35237,0.017263751477003098
0.01651698909699917,6,41110,
,6,41110,0.017217738553881645
0.016443029046058655,7,46983,
,7,46983,0.017176371067762375
0.016433322802186012,8,52856,
,8,52856,0.017155256122350693
0.016374841332435608,9,58729,
,9,58729,0.01712181232869625
