val/loss,epoch,step,train/loss
0.006421203725039959,0,35529,
,0,35529,0.01703898422420025
0.006415087264031172,1,71059,
,1,71059,0.0066077024675905704
0.0064157783053815365,2,106589,
,2,106589,0.006607570685446262
0.00641539366915822,3,142119,
,3,142119,0.006607751362025738
0.00641587283462286,4,177649,
,4,177649,0.006607179995626211
0.0064153471030294895,5,213179,
,5,213179,0.006607925985008478
0.006415015086531639,6,248709,
,6,248709,0.006607585120946169
0.006415146868675947,7,284239,
,7,284239,0.0066067371517419815
0.006414932198822498,8,319769,
,8,319769,0.006607135757803917
0.006415551528334618,9,355299,
,9,355299,0.0066063906997442245
0.006415288429707289,10,390829,
,10,390829,0.00660703144967556
0.006414910312741995,11,426359,
,11,426359,0.00660622026771307
0.006414561066776514,12,461889,
,12,461889,0.006607070565223694
0.006414435803890228,13,497419,
,13,497419,0.006606231909245253
0.0064140670001506805,14,532949,
,14,532949,0.006605270318686962
0.006413938943296671,15,568479,
,15,568479,0.006604644004255533
0.006413720548152924,16,604009,
,16,604009,0.006604882888495922
0.006413463968783617,17,639539,
,17,639539,0.00660464633256197
0.00641368143260479,18,675069,
,18,675069,0.006603090558201075
0.006412963382899761,19,710599,
,19,710599,0.0066032991744577885
0.0064126052893698215,20,746129,
,20,746129,0.006602224428206682
0.0064131165854632854,21,781659,
,21,781659,0.006601301953196526
0.006410554517060518,22,817189,
,22,817189,0.006600658874958754
0.006410609930753708,23,852719,
,23,852719,0.006598282605409622
0.006406586151570082,24,888249,
,24,888249,0.006596031133085489
0.006399612873792648,25,923779,
,25,923779,0.00659132469445467
0.006382516585290432,26,959309,
,26,959309,0.006582604721188545
0.006364506669342518,27,994839,
,27,994839,0.006565198767930269
0.006334520876407623,28,1030369,
,28,1030369,0.006542779039591551
0.006303250789642334,29,1065899,
,29,1065899,0.006519417278468609
0.006285814102739096,30,1101429,
,30,1101429,0.00650001922622323
0.006261779461055994,31,1136959,
,31,1136959,0.006475835107266903
0.006252910941839218,32,1172489,
,32,1172489,0.006454538553953171
0.006229040678590536,33,1208019,
,33,1208019,0.006432320922613144
0.006215582136064768,34,1243549,
,34,1243549,0.0064148614183068275
0.006214614491909742,35,1279079,
,35,1279079,0.006399471312761307
0.006202584598213434,36,1314609,
,36,1314609,0.006387682631611824
0.006193165667355061,37,1350139,
,37,1350139,0.006371042225509882
0.006195504684001207,38,1385669,
,38,1385669,0.00635965820401907
0.006199358496814966,39,1421199,
,39,1421199,0.006349640898406506
0.006182539276778698,40,1456729,
,40,1456729,0.0063492958433926105
0.006172417663037777,41,1492259,
,41,1492259,0.006342731416225433
0.006167769897729158,42,1527789,
,42,1527789,0.0063302828930318356
0.006164459511637688,43,1563319,
,43,1563319,0.006330832373350859
0.006191138178110123,44,1598849,
,44,1598849,0.006323772948235273
0.006163272075355053,45,1634379,
,45,1634379,0.006326588336378336
0.006161222700029612,46,1669909,
,46,1669909,0.0063089062459766865
0.006152359303086996,47,1705439,
,47,1705439,0.0063047511503100395
0.0061645591631531715,48,1740969,
,48,1740969,0.006313852500170469
0.00614932831376791,49,1776499,
,49,1776499,0.006303626578301191
