val/loss,epoch,step,train/loss
0.03966960310935974,0,35529,
,0,35529,0.05052913725376129
0.017801526933908463,1,71059,
,1,71059,0.026327794417738914
0.015356642194092274,2,106589,
,2,106589,0.01634843833744526
0.014154216274619102,3,142119,
,3,142119,0.014766614884138107
0.014077520929276943,4,177649,
,4,177649,0.013863836415112019
0.013533039018511772,5,213179,
,5,213179,0.013269651681184769
0.012448170222342014,6,248709,
,6,248709,0.012757247313857079
0.012463406659662724,7,284239,
,7,284239,0.012244491837918758
0.012397198006510735,8,319769,
,8,319769,0.012016638182103634
0.011339598335325718,9,355299,
,9,355299,0.011631306260824203
0.011104089207947254,10,390829,
,10,390829,0.011318954639136791
0.010903255082666874,11,426359,
,11,426359,0.011124718934297562
0.010837826877832413,12,461889,
,12,461889,0.010976115241646767
0.011272490955889225,13,497419,
,13,497419,0.010704766027629375
0.01154241431504488,14,532949,
,14,532949,0.010603232309222221
0.010563765652477741,15,568479,
,15,568479,0.010468238033354282
0.010828291065990925,16,604009,
,16,604009,0.010351949371397495
0.01028352975845337,17,639539,
,17,639539,0.01030833087861538
0.010189165361225605,18,675069,
,18,675069,0.010267512872815132
0.010507390834391117,19,710599,
,19,710599,0.010188451036810875
0.010941833257675171,20,746129,
,20,746129,0.010156060568988323
0.010510524734854698,21,781659,
,21,781659,0.010112722404301167
0.010580910369753838,22,817189,
,22,817189,0.010046635754406452
0.010948307812213898,23,852719,
,23,852719,0.009946642443537712
0.011085264384746552,24,888249,
,24,888249,0.00997136440128088
0.010312811471521854,25,923779,
,25,923779,0.009912974201142788
0.010613159276545048,26,959309,
,26,959309,0.009925943799316883
0.011099969036877155,27,994839,
,27,994839,0.009909240528941154
0.010506011545658112,28,1030369,
,28,1030369,0.00981785636395216
0.010070765390992165,29,1065899,
,29,1065899,0.009769083000719547
0.01012610923498869,30,1101429,
,30,1101429,0.009833474643528461
0.010950333438813686,31,1136959,
,31,1136959,0.009776487946510315
0.009991045109927654,32,1172489,
,32,1172489,0.00967413280159235
0.010163167491555214,33,1208019,
,33,1208019,0.009712832979857922
0.01003054529428482,34,1243549,
,34,1243549,0.009663916192948818
0.010488243773579597,35,1279079,
,35,1279079,0.009624755010008812
0.009797527454793453,36,1314609,
,36,1314609,0.009656478650867939
0.010733125731348991,37,1350139,
,37,1350139,0.00958266481757164
0.010028626769781113,38,1385669,
,38,1385669,0.009607726708054543
0.010148352012038231,39,1421199,
,39,1421199,0.009588908404111862
0.010040064342319965,40,1456729,
,40,1456729,0.009547485038638115
0.010372054763138294,41,1492259,
,41,1492259,0.009512105025351048
0.00976906344294548,42,1527789,
,42,1527789,0.009542285464704037
0.010798266157507896,43,1563319,
,43,1563319,0.009536296129226685
0.009947234764695168,44,1598849,
,44,1598849,0.009509136900305748
0.009798881597816944,45,1634379,
,45,1634379,0.009547054767608643
0.010412353090941906,46,1669909,
,46,1669909,0.009466966614127159
0.010107037611305714,47,1705439,
,47,1705439,0.00942126102745533
0.009782644920051098,48,1740969,
,48,1740969,0.009435775689780712
0.011493838392198086,49,1776499,
,49,1776499,0.009372511878609657
