val/loss,epoch,step,train/loss
0.0016706893220543861,0,35529,
,0,35529,0.00921052135527134
0.0016707699978724122,1,71059,
,1,71059,0.0022198492661118507
0.0016707858303561807,2,106589,
,2,106589,0.0022198399528861046
0.001670881756581366,3,142119,
,3,142119,0.002219660207629204
0.0016702032880857587,4,177649,
,4,177649,0.0022194823250174522
0.001670301891863346,5,213179,
,5,213179,0.002219300949946046
0.0016699773259460926,6,248709,
,6,248709,0.0022192022297531366
0.0016701978165656328,7,284239,
,7,284239,0.002219161484390497
0.00166970060672611,8,319769,
,8,319769,0.0022189957089722157
0.001669908408075571,9,355299,
,9,355299,0.0022186189889907837
0.0016693415818735957,10,390829,
,10,390829,0.0022186352871358395
0.0016688364557921886,11,426359,
,11,426359,0.002217964269220829
0.0016684463480487466,12,461889,
,12,461889,0.002217576839029789
0.0016689306357875466,13,497419,
,13,497419,0.0022168047726154327
0.0016671649646013975,14,532949,
,14,532949,0.00221589975990355
0.0016650548204779625,15,568479,
,15,568479,0.002213856438174844
0.0016623834380879998,16,604009,
,16,604009,0.002207827055826783
0.0016603742260485888,17,639539,
,17,639539,0.0022019047755748034
0.00166075408924371,18,675069,
,18,675069,0.002201114082708955
0.0016598538495600224,19,710599,
,19,710599,0.0022001287434250116
0.0016595551278442144,20,746129,
,20,746129,0.00219908868893981
0.0016586808487772942,21,781659,
,21,781659,0.002198998350650072
0.001658172346651554,22,817189,
,22,817189,0.0021978775039315224
0.0016580807277932763,23,852719,
,23,852719,0.0021976344287395477
0.0016574414912611246,24,888249,
,24,888249,0.0021970595698803663
0.0016606347635388374,25,923779,
,25,923779,0.0021969422232359648
0.0016594708431512117,26,959309,
,26,959309,0.0021950595546513796
0.0016563901444897056,27,994839,
,27,994839,0.0021951156668365
0.001655670814216137,28,1030369,
,28,1030369,0.002193793188780546
0.0016611483879387379,29,1065899,
,29,1065899,0.002193385735154152
