val/loss,epoch,step,train/loss
20.480209350585938,0,33651,
,0,33651,9.647998809814453
20.480209350585938,1,67303,
,1,67303,21.08344268798828
20.480209350585938,2,100955,
,2,100955,21.08344268798828
20.480209350585938,3,134607,
,3,134607,21.08344268798828
20.480209350585938,4,168259,
,4,168259,21.08344268798828
20.480209350585938,5,201911,
,5,201911,21.08344268798828
20.480209350585938,6,235563,
,6,235563,21.08344268798828
20.480209350585938,7,269215,
,7,269215,21.08344268798828
20.480209350585938,8,302867,
,8,302867,21.08344268798828
20.480209350585938,9,336519,
,9,336519,21.08344268798828
20.480209350585938,10,370171,
,10,370171,21.08344268798828
20.480209350585938,11,403823,
,11,403823,21.08344268798828
20.480209350585938,12,437475,
,12,437475,21.08344268798828
20.480209350585938,13,471127,
,13,471127,21.08344268798828
20.480209350585938,14,504779,
,14,504779,21.08344268798828
20.480209350585938,15,538431,
,15,538431,21.08344268798828
20.480209350585938,16,572083,
,16,572083,21.08344268798828
20.480209350585938,17,605735,
,17,605735,21.08344268798828
20.480209350585938,18,639387,
,18,639387,21.08344268798828
20.480209350585938,19,673039,
,19,673039,21.08344268798828
20.480209350585938,20,706691,
,20,706691,21.08344268798828
20.480209350585938,21,740343,
,21,740343,21.08344268798828
20.480209350585938,22,773995,
,22,773995,21.08344268798828
20.480209350585938,23,807647,
,23,807647,21.08344268798828
20.480209350585938,24,841299,
,24,841299,21.08344268798828
20.480209350585938,25,874951,
,25,874951,21.08344268798828
20.480209350585938,26,908603,
,26,908603,21.08344268798828
20.480209350585938,27,942255,
,27,942255,21.08344268798828
20.480209350585938,28,975907,
,28,975907,21.08344268798828
20.480209350585938,29,1009559,
,29,1009559,21.08344268798828
